"[3, 31, 20, 41, 43, 0, 26, 30, 36, 42, 49, 48, 0, 50, 33, 24, 40, 45, 1, 2, 0, 22, 46, 6, 37, 0, 14, 25, 13, 27, 5, 0, 47, 16, 17, 15, 0, 9, 19, 28, 23, 11, 0, 4, 35, 12, 44, 39, 0, 34, 21, 18, 0, 29, 38, 7, 0, 8, 32, 0, 10, 0, 0, 0, 0]"
"[18, 28, 40, 34, 21, 0, 19, 20, 48, 50, 9, 0, 23, 42, 26, 22, 17, 13, 0, 6, 44, 16, 37, 0, 38, 2, 35, 47, 0, 39, 33, 25, 41, 31, 0, 14, 24, 46, 1, 43, 0, 4, 7, 36, 3, 49, 32, 0, 30, 29, 8, 15, 0, 11, 27, 45, 0, 5, 10, 0, 12, 0, 0, 0, 0]"
"[41, 31, 2, 16, 12, 32, 1, 22, 0, 24, 40, 38, 26, 18, 7, 46, 0, 9, 28, 19, 34, 0, 21, 29, 27, 39, 17, 0, 33, 15, 8, 0, 25, 36, 44, 23, 6, 0, 49, 43, 11, 35, 14, 0, 50, 3, 48, 13, 0, 37, 47, 4, 0, 5, 30, 20, 0, 42, 45, 10, 0, 0, 0, 0, 0]"
"[3, 29, 31, 50, 19, 0, 18, 43, 13, 20, 36, 4, 11, 0, 34, 9, 46, 0, 33, 32, 21, 42, 0, 41, 28, 37, 6, 1, 0, 8, 16, 44, 30, 0, 24, 10, 38, 5, 15, 47, 0, 23, 25, 7, 0, 2, 26, 45, 27, 0, 12, 40, 49, 0, 35, 14, 0, 22, 17, 48, 0, 39, 0, 0, 0]"
"[49, 46, 24, 0, 37, 29, 19, 28, 0, 13, 15, 12, 7, 23, 30, 0, 18, 27, 41, 20, 14, 4, 17, 0, 8, 21, 45, 42, 22, 11, 0, 47, 10, 35, 48, 43, 40, 16, 0, 50, 6, 31, 36, 0, 34, 44, 0, 26, 33, 5, 39, 0, 32, 38, 25, 0, 1, 2, 0, 3, 9, 0, 0, 0, 0]"
"[50, 5, 1, 27, 48, 12, 0, 35, 45, 14, 33, 3, 0, 6, 46, 47, 0, 18, 19, 29, 38, 2, 21, 0, 37, 10, 28, 17, 26, 9, 30, 32, 0, 8, 44, 41, 39, 25, 11, 0, 7, 43, 23, 31, 40, 0, 24, 36, 49, 0, 42, 20, 0, 34, 4, 22, 0, 13, 15, 16, 0, 0, 0, 0, 0]"
"[32, 37, 10, 35, 13, 0, 28, 47, 22, 31, 48, 0, 23, 11, 46, 15, 0, 1, 8, 9, 6, 0, 29, 45, 19, 44, 0, 4, 12, 21, 25, 0, 33, 14, 36, 38, 0, 3, 24, 49, 5, 20, 0, 43, 39, 34, 17, 0, 42, 16, 50, 0, 41, 2, 30, 27, 40, 7, 0, 18, 0, 26, 0, 0, 0]"
"[50, 42, 33, 40, 13, 17, 12, 0, 28, 10, 45, 44, 21, 39, 46, 0, 16, 34, 2, 41, 11, 0, 24, 14, 6, 20, 1, 7, 0, 37, 4, 48, 8, 9, 0, 32, 49, 47, 15, 0, 5, 26, 0, 19, 3, 23, 35, 27, 43, 0, 22, 30, 0, 38, 36, 25, 0, 18, 29, 0, 31, 0, 0, 0, 0]"
"[45, 4, 38, 0, 2, 32, 6, 26, 41, 29, 0, 5, 36, 50, 0, 30, 40, 17, 23, 35, 11, 0, 13, 9, 37, 22, 20, 21, 25, 31, 0, 43, 49, 46, 24, 48, 39, 0, 10, 34, 44, 0, 33, 47, 7, 0, 18, 8, 16, 0, 19, 12, 28, 0, 3, 1, 42, 0, 14, 0, 27, 0, 15, 0, 0]"
"[5, 13, 27, 37, 0, 41, 22, 26, 45, 30, 1, 0, 23, 21, 16, 19, 0, 38, 11, 40, 14, 0, 24, 4, 15, 28, 0, 12, 25, 44, 8, 46, 20, 0, 43, 10, 2, 7, 17, 33, 0, 49, 18, 32, 31, 0, 3, 48, 50, 42, 0, 34, 35, 0, 47, 0, 36, 9, 29, 6, 0, 39, 0, 0, 0]"
"[8, 18, 16, 30, 3, 0, 49, 15, 1, 40, 0, 45, 20, 13, 7, 0, 48, 43, 19, 23, 2, 36, 0, 35, 9, 44, 10, 24, 17, 0, 5, 11, 6, 50, 32, 0, 26, 33, 25, 0, 46, 28, 42, 22, 0, 27, 14, 21, 4, 0, 34, 31, 0, 41, 37, 29, 0, 39, 12, 0, 38, 47, 0, 0, 0]"
"[16, 34, 36, 29, 0, 30, 15, 4, 12, 0, 44, 39, 41, 27, 48, 0, 10, 6, 17, 50, 37, 13, 40, 0, 19, 22, 18, 28, 38, 0, 26, 32, 14, 21, 47, 42, 0, 5, 31, 24, 1, 46, 0, 45, 11, 49, 0, 9, 43, 25, 0, 8, 20, 2, 3, 0, 33, 0, 35, 7, 23, 0, 0, 0, 0]"
"[49, 44, 3, 24, 11, 20, 0, 50, 12, 21, 5, 40, 0, 19, 38, 32, 2, 0, 42, 41, 1, 6, 22, 0, 33, 28, 25, 47, 45, 27, 0, 43, 14, 37, 26, 0, 23, 46, 34, 35, 0, 13, 9, 30, 36, 15, 7, 0, 16, 39, 31, 29, 0, 4, 18, 10, 0, 48, 17, 0, 8, 0, 0, 0, 0]"
"[48, 26, 43, 41, 13, 42, 0, 37, 44, 1, 2, 49, 17, 6, 0, 4, 33, 25, 5, 30, 31, 0, 8, 23, 10, 46, 0, 29, 11, 47, 3, 36, 40, 0, 16, 9, 0, 32, 20, 22, 39, 28, 0, 14, 7, 34, 0, 27, 18, 50, 38, 15, 0, 19, 12, 45, 35, 0, 21, 24, 0, 0, 0, 0, 0]"
"[50, 33, 17, 46, 38, 11, 0, 27, 1, 34, 2, 0, 22, 19, 42, 23, 0, 49, 15, 10, 47, 30, 26, 31, 0, 44, 5, 20, 0, 14, 7, 8, 0, 28, 12, 3, 45, 16, 13, 32, 0, 41, 6, 48, 36, 9, 40, 0, 37, 18, 0, 21, 29, 4, 0, 35, 43, 0, 24, 39, 25, 0, 0, 0, 0]"
"[14, 34, 18, 48, 20, 19, 41, 0, 44, 43, 22, 45, 21, 0, 32, 1, 38, 36, 30, 0, 28, 25, 23, 7, 13, 0, 3, 24, 11, 17, 12, 4, 0, 31, 5, 15, 42, 2, 33, 0, 46, 37, 27, 40, 29, 0, 35, 47, 49, 8, 0, 9, 39, 0, 16, 0, 50, 0, 26, 10, 0, 6, 0, 0, 0]"
"[16, 46, 8, 37, 33, 45, 0, 42, 34, 44, 21, 23, 22, 0, 50, 14, 11, 49, 0, 19, 27, 17, 24, 10, 3, 32, 0, 4, 40, 2, 20, 0, 48, 28, 1, 0, 9, 29, 7, 36, 39, 0, 38, 30, 6, 0, 35, 15, 31, 26, 25, 41, 0, 13, 43, 18, 0, 5, 12, 0, 47, 0, 0, 0, 0]"
"[14, 34, 27, 3, 15, 7, 0, 26, 35, 17, 11, 46, 0, 2, 30, 43, 9, 23, 31, 39, 0, 24, 20, 44, 16, 0, 45, 42, 18, 37, 0, 4, 38, 50, 1, 19, 0, 32, 13, 10, 25, 0, 48, 40, 36, 0, 6, 8, 49, 21, 5, 33, 0, 47, 29, 41, 28, 0, 12, 0, 22, 0, 0, 0, 0]"
"[1, 18, 32, 17, 15, 4, 36, 0, 46, 3, 23, 24, 10, 11, 30, 0, 48, 42, 40, 28, 43, 0, 37, 38, 25, 35, 6, 0, 44, 9, 7, 45, 12, 0, 14, 29, 50, 41, 33, 21, 0, 26, 27, 8, 5, 20, 34, 0, 19, 22, 31, 16, 2, 0, 49, 13, 47, 0, 39, 0, 0, 0, 0, 0, 0]"
"[43, 50, 33, 24, 17, 0, 14, 19, 28, 2, 22, 6, 13, 44, 0, 26, 20, 42, 38, 35, 0, 3, 15, 34, 7, 25, 0, 45, 1, 8, 4, 31, 0, 46, 41, 40, 27, 49, 23, 0, 10, 32, 37, 0, 11, 16, 30, 9, 5, 0, 18, 29, 21, 12, 0, 48, 36, 0, 47, 39, 0, 0, 0, 0, 0]"
"[41, 17, 6, 24, 42, 0, 11, 26, 29, 33, 44, 0, 34, 32, 39, 31, 10, 0, 48, 46, 22, 23, 36, 14, 4, 27, 0, 8, 18, 47, 9, 38, 0, 43, 5, 20, 0, 28, 15, 35, 37, 19, 2, 0, 40, 21, 30, 12, 0, 3, 25, 7, 50, 49, 13, 16, 0, 45, 1, 0, 0, 0, 0, 0, 0]"
"[28, 44, 27, 19, 24, 29, 0, 21, 39, 22, 50, 0, 12, 23, 46, 47, 31, 48, 0, 14, 32, 26, 30, 0, 10, 41, 0, 34, 3, 6, 35, 0, 42, 40, 33, 15, 1, 5, 0, 36, 2, 20, 13, 16, 0, 43, 9, 8, 49, 0, 17, 37, 7, 45, 0, 4, 11, 0, 38, 18, 25, 0, 0, 0, 0]"
"[40, 46, 34, 21, 32, 7, 0, 30, 38, 22, 9, 18, 35, 37, 0, 24, 47, 44, 41, 27, 3, 17, 2, 0, 14, 10, 50, 1, 11, 0, 12, 29, 15, 16, 31, 0, 5, 39, 36, 0, 4, 23, 20, 26, 0, 28, 25, 42, 0, 33, 43, 6, 0, 49, 48, 0, 13, 8, 0, 19, 45, 0, 0, 0, 0]"
"[41, 50, 36, 27, 26, 3, 0, 18, 31, 20, 9, 32, 23, 0, 5, 1, 11, 13, 29, 48, 0, 28, 34, 24, 46, 25, 37, 0, 35, 14, 33, 0, 39, 49, 45, 6, 22, 8, 0, 16, 15, 4, 30, 0, 44, 47, 40, 19, 0, 43, 10, 12, 0, 7, 38, 0, 42, 17, 0, 21, 2, 0, 0, 0, 0]"
"[9, 38, 26, 10, 0, 47, 27, 32, 22, 34, 50, 0, 14, 11, 17, 31, 2, 37, 0, 39, 21, 20, 13, 30, 0, 48, 15, 0, 36, 18, 25, 3, 0, 7, 12, 46, 0, 8, 41, 19, 4, 16, 0, 49, 42, 5, 43, 0, 40, 44, 1, 0, 24, 23, 0, 35, 33, 28, 0, 6, 29, 0, 45, 0, 0]"
"[42, 27, 8, 46, 40, 0, 9, 29, 6, 21, 0, 3, 33, 47, 34, 4, 13, 0, 5, 35, 44, 23, 43, 0, 32, 14, 37, 12, 28, 41, 0, 36, 1, 17, 30, 0, 24, 16, 0, 10, 2, 49, 26, 0, 38, 39, 7, 48, 0, 20, 31, 25, 15, 22, 0, 50, 11, 0, 19, 18, 0, 45, 0, 0, 0]"
"[35, 28, 1, 10, 32, 19, 14, 0, 38, 17, 43, 37, 27, 45, 0, 49, 23, 26, 30, 0, 46, 47, 12, 39, 7, 0, 13, 16, 15, 3, 11, 20, 0, 50, 29, 48, 0, 42, 41, 36, 33, 0, 9, 2, 22, 8, 0, 31, 6, 5, 0, 4, 44, 25, 24, 0, 18, 34, 0, 21, 40, 0, 0, 0, 0]"
"[15, 21, 5, 17, 41, 0, 34, 35, 10, 28, 4, 45, 0, 26, 38, 25, 18, 27, 11, 0, 1, 37, 20, 42, 43, 6, 0, 30, 12, 47, 0, 19, 14, 2, 33, 0, 46, 9, 32, 0, 39, 13, 48, 0, 3, 40, 50, 24, 22, 0, 44, 29, 0, 49, 23, 31, 7, 0, 16, 36, 0, 8, 0, 0, 0]"
"[15, 19, 1, 41, 18, 37, 0, 27, 45, 26, 22, 47, 0, 42, 14, 32, 43, 21, 25, 0, 7, 36, 17, 9, 35, 46, 0, 49, 44, 16, 12, 5, 3, 0, 29, 30, 39, 11, 24, 0, 23, 6, 33, 8, 50, 0, 48, 10, 28, 0, 13, 40, 0, 34, 38, 2, 0, 20, 4, 31, 0, 0, 0, 0, 0]"
"[3, 13, 31, 41, 0, 35, 7, 23, 34, 40, 6, 0, 27, 39, 30, 22, 0, 10, 47, 5, 1, 9, 0, 44, 32, 15, 46, 14, 45, 0, 28, 48, 29, 24, 17, 18, 0, 12, 43, 19, 20, 0, 25, 36, 4, 50, 11, 0, 38, 26, 33, 37, 0, 16, 8, 2, 42, 0, 49, 0, 21, 0, 0, 0, 0]"
"[36, 48, 34, 33, 0, 23, 5, 6, 39, 20, 8, 47, 0, 9, 41, 37, 19, 50, 0, 21, 24, 31, 30, 14, 44, 4, 0, 11, 17, 49, 42, 46, 0, 38, 43, 13, 32, 0, 29, 16, 40, 28, 0, 3, 18, 45, 0, 35, 12, 22, 1, 0, 2, 15, 0, 10, 0, 26, 0, 27, 25, 0, 7, 0, 0]"
"[44, 19, 29, 24, 0, 23, 34, 40, 45, 14, 0, 46, 35, 4, 7, 20, 50, 0, 41, 30, 39, 9, 47, 0, 13, 11, 8, 1, 36, 0, 16, 22, 33, 26, 25, 32, 0, 15, 48, 31, 21, 28, 0, 38, 6, 0, 37, 17, 27, 0, 12, 5, 0, 2, 3, 42, 0, 49, 10, 0, 18, 0, 43, 0, 0]"
"[42, 47, 45, 15, 46, 14, 0, 6, 24, 12, 5, 9, 50, 0, 18, 35, 39, 37, 25, 32, 0, 19, 10, 33, 40, 21, 0, 2, 7, 26, 17, 41, 0, 49, 23, 3, 22, 16, 0, 13, 30, 44, 43, 27, 0, 4, 28, 20, 0, 36, 11, 0, 8, 34, 1, 0, 31, 48, 0, 29, 38, 0, 0, 0, 0]"
"[28, 38, 9, 47, 19, 43, 48, 0, 31, 22, 14, 6, 27, 33, 0, 13, 25, 41, 10, 34, 18, 32, 0, 23, 15, 17, 39, 46, 45, 21, 12, 0, 35, 2, 24, 4, 0, 8, 20, 44, 26, 3, 0, 49, 11, 40, 0, 37, 42, 5, 1, 0, 7, 29, 0, 36, 30, 0, 16, 50, 0, 0, 0, 0, 0]"
"[35, 14, 28, 36, 11, 20, 46, 0, 8, 16, 2, 48, 31, 27, 0, 30, 49, 25, 41, 15, 0, 39, 34, 24, 6, 19, 0, 21, 43, 29, 13, 12, 0, 9, 1, 45, 10, 0, 17, 5, 18, 42, 0, 4, 3, 44, 32, 0, 40, 22, 23, 0, 50, 26, 7, 38, 0, 47, 37, 0, 33, 0, 0, 0, 0]"
"[46, 20, 21, 44, 0, 29, 30, 11, 8, 34, 10, 15, 0, 16, 47, 39, 17, 18, 27, 0, 26, 4, 3, 38, 40, 33, 0, 23, 45, 14, 12, 41, 0, 37, 49, 28, 43, 31, 0, 1, 19, 2, 7, 13, 0, 5, 48, 42, 6, 22, 0, 35, 25, 36, 50, 24, 0, 9, 0, 32, 0, 0, 0, 0, 0]"
"[32, 5, 29, 46, 0, 19, 45, 47, 4, 11, 0, 13, 15, 12, 20, 26, 0, 18, 27, 7, 0, 40, 35, 28, 39, 0, 36, 6, 37, 3, 43, 0, 16, 17, 2, 23, 48, 9, 0, 41, 21, 50, 10, 0, 31, 1, 24, 0, 8, 49, 42, 0, 34, 30, 0, 22, 44, 33, 38, 25, 0, 14, 0, 0, 0]"
"[46, 26, 29, 30, 45, 14, 0, 1, 2, 5, 37, 22, 48, 23, 0, 36, 28, 44, 16, 50, 0, 21, 10, 33, 42, 7, 0, 15, 47, 34, 31, 9, 6, 0, 35, 25, 3, 32, 0, 19, 49, 0, 24, 18, 41, 0, 40, 27, 0, 8, 38, 11, 4, 0, 12, 43, 0, 13, 39, 17, 0, 20, 0, 0, 0]"
"[41, 18, 35, 0, 9, 38, 42, 13, 12, 26, 0, 33, 16, 25, 15, 1, 19, 0, 49, 46, 31, 3, 45, 0, 34, 27, 50, 8, 10, 0, 28, 6, 36, 11, 2, 17, 30, 44, 0, 40, 20, 43, 47, 0, 32, 23, 14, 0, 24, 7, 37, 0, 5, 39, 29, 21, 22, 0, 4, 48, 0, 0, 0, 0, 0]"
"[9, 3, 18, 10, 36, 11, 0, 44, 24, 32, 50, 46, 0, 12, 43, 33, 17, 39, 0, 26, 40, 25, 1, 45, 0, 15, 23, 16, 0, 2, 34, 31, 20, 48, 0, 14, 47, 21, 28, 19, 0, 5, 6, 35, 22, 0, 27, 8, 7, 29, 0, 13, 49, 4, 0, 38, 42, 30, 41, 0, 37, 0, 0, 0, 0]"
"[19, 18, 24, 10, 42, 25, 0, 15, 50, 16, 1, 45, 0, 20, 6, 33, 9, 4, 35, 0, 22, 49, 13, 12, 17, 44, 5, 0, 37, 26, 28, 23, 2, 32, 7, 48, 0, 34, 39, 46, 21, 40, 0, 8, 27, 43, 3, 0, 47, 41, 36, 38, 0, 31, 11, 0, 14, 30, 29, 0, 0, 0, 0, 0, 0]"
"[33, 42, 20, 34, 13, 7, 0, 27, 26, 22, 29, 10, 0, 37, 48, 16, 2, 30, 12, 0, 28, 17, 23, 44, 19, 0, 25, 40, 41, 18, 39, 0, 36, 45, 47, 1, 0, 21, 24, 50, 6, 32, 0, 4, 5, 46, 0, 8, 11, 0, 15, 38, 0, 35, 31, 0, 9, 14, 0, 3, 49, 0, 43, 0, 0]"
"[4, 33, 42, 17, 0, 1, 2, 35, 20, 16, 0, 29, 40, 22, 38, 26, 25, 0, 6, 8, 14, 18, 0, 41, 5, 34, 46, 44, 45, 0, 13, 15, 23, 43, 49, 0, 37, 11, 19, 31, 36, 21, 47, 7, 0, 39, 10, 24, 28, 0, 27, 50, 3, 0, 48, 30, 0, 9, 12, 0, 32, 0, 0, 0, 0]"
"[47, 48, 33, 34, 21, 17, 22, 1, 0, 16, 37, 7, 23, 44, 27, 0, 18, 6, 3, 12, 11, 28, 0, 40, 31, 46, 36, 39, 4, 0, 29, 20, 50, 13, 30, 24, 0, 43, 19, 38, 49, 32, 0, 14, 26, 2, 0, 10, 41, 25, 5, 9, 42, 0, 45, 15, 35, 0, 8, 0, 0, 0, 0, 0, 0]"
"[6, 33, 38, 11, 22, 0, 5, 2, 16, 32, 28, 24, 0, 47, 4, 12, 39, 30, 0, 8, 36, 29, 17, 3, 0, 15, 1, 34, 21, 0, 18, 50, 25, 46, 37, 0, 20, 9, 27, 42, 0, 14, 35, 0, 31, 48, 0, 45, 43, 0, 44, 23, 41, 49, 26, 13, 0, 10, 0, 19, 40, 0, 7, 0, 0]"
"[25, 20, 14, 19, 50, 6, 22, 0, 36, 16, 38, 35, 0, 42, 18, 15, 5, 45, 24, 0, 29, 11, 39, 8, 27, 0, 49, 28, 10, 2, 41, 31, 0, 48, 33, 26, 0, 47, 32, 40, 7, 0, 4, 44, 37, 17, 0, 34, 3, 0, 9, 23, 1, 0, 13, 30, 46, 0, 21, 43, 0, 12, 0, 0, 0]"
"[21, 9, 13, 26, 0, 35, 3, 36, 10, 46, 15, 0, 42, 27, 23, 48, 45, 0, 14, 33, 49, 12, 0, 22, 5, 20, 24, 6, 18, 0, 16, 41, 39, 31, 0, 37, 32, 44, 8, 0, 7, 29, 28, 0, 11, 17, 47, 19, 0, 38, 30, 43, 2, 0, 34, 4, 0, 40, 25, 50, 0, 1, 0, 0, 0]"
"[23, 27, 21, 29, 30, 0, 25, 19, 16, 47, 1, 0, 37, 9, 12, 48, 8, 0, 44, 17, 36, 46, 34, 39, 0, 42, 5, 0, 7, 24, 18, 4, 0, 10, 20, 26, 33, 14, 35, 50, 32, 0, 45, 41, 11, 6, 0, 49, 28, 0, 40, 43, 15, 31, 22, 0, 38, 13, 0, 2, 0, 3, 0, 0, 0]"
"[43, 45, 44, 46, 29, 15, 4, 0, 36, 20, 13, 40, 34, 0, 9, 23, 47, 6, 0, 42, 12, 38, 3, 1, 0, 30, 39, 14, 11, 0, 25, 32, 2, 27, 41, 0, 35, 37, 48, 28, 0, 33, 31, 49, 0, 7, 18, 50, 16, 19, 8, 0, 5, 21, 26, 0, 17, 10, 0, 24, 22, 0, 0, 0, 0]"
"[9, 17, 15, 44, 41, 50, 0, 27, 26, 34, 0, 36, 2, 24, 4, 5, 42, 21, 0, 20, 12, 46, 33, 25, 16, 6, 7, 0, 18, 39, 32, 29, 47, 0, 23, 38, 31, 10, 0, 45, 30, 1, 48, 0, 35, 22, 13, 11, 19, 0, 40, 8, 3, 0, 14, 49, 0, 43, 28, 37, 0, 0, 0, 0, 0]"
"[44, 40, 13, 1, 16, 39, 0, 50, 32, 26, 21, 49, 23, 0, 4, 34, 6, 18, 33, 0, 8, 22, 15, 42, 3, 5, 0, 41, 19, 46, 12, 43, 9, 17, 0, 24, 30, 38, 29, 14, 28, 0, 37, 27, 45, 36, 0, 35, 7, 10, 0, 25, 20, 48, 0, 2, 11, 31, 0, 47, 0, 0, 0, 0, 0]"
"[30, 5, 3, 48, 26, 45, 2, 0, 34, 10, 44, 31, 43, 37, 0, 9, 32, 13, 8, 6, 0, 19, 24, 39, 15, 23, 0, 18, 4, 50, 0, 28, 25, 22, 41, 14, 0, 35, 38, 46, 42, 0, 33, 20, 29, 0, 21, 49, 11, 0, 47, 1, 7, 16, 17, 0, 36, 40, 0, 12, 0, 27, 0, 0, 0]"
"[11, 6, 37, 50, 0, 34, 15, 17, 43, 25, 0, 1, 33, 27, 16, 12, 0, 45, 40, 10, 46, 23, 14, 0, 5, 3, 32, 31, 0, 24, 36, 19, 0, 18, 13, 29, 22, 39, 0, 49, 35, 4, 41, 0, 30, 48, 44, 2, 0, 38, 7, 20, 8, 0, 21, 42, 26, 28, 0, 47, 0, 9, 0, 0, 0]"
"[23, 32, 10, 24, 33, 0, 44, 25, 47, 17, 40, 4, 2, 0, 36, 3, 0, 19, 34, 48, 28, 18, 7, 0, 16, 26, 6, 30, 22, 20, 0, 46, 12, 42, 45, 50, 0, 1, 43, 5, 8, 38, 49, 0, 29, 14, 41, 21, 0, 13, 15, 11, 35, 0, 27, 37, 39, 0, 31, 9, 0, 0, 0, 0, 0]"
"[33, 50, 16, 24, 6, 29, 0, 48, 40, 30, 49, 27, 45, 0, 37, 7, 18, 34, 10, 35, 32, 0, 43, 46, 47, 22, 14, 25, 0, 2, 13, 42, 31, 0, 12, 4, 3, 15, 19, 0, 9, 41, 36, 0, 44, 39, 1, 0, 11, 26, 38, 0, 21, 8, 0, 28, 23, 20, 0, 5, 0, 17, 0, 0, 0]"
"[11, 9, 13, 8, 0, 1, 38, 22, 21, 27, 49, 36, 46, 0, 37, 45, 30, 43, 12, 4, 0, 28, 42, 44, 34, 0, 40, 17, 33, 32, 48, 0, 6, 10, 14, 50, 31, 0, 3, 19, 47, 5, 15, 39, 0, 7, 25, 35, 0, 2, 41, 23, 0, 16, 29, 18, 0, 20, 24, 0, 26, 0, 0, 0, 0]"
"[35, 46, 39, 42, 40, 48, 0, 37, 10, 11, 17, 0, 24, 4, 5, 9, 2, 19, 50, 0, 14, 49, 41, 47, 26, 31, 0, 25, 32, 44, 0, 34, 12, 45, 13, 33, 0, 6, 3, 28, 21, 0, 7, 16, 1, 15, 0, 38, 27, 43, 0, 8, 29, 0, 18, 20, 22, 0, 23, 36, 0, 30, 0, 0, 0]"
"[16, 5, 23, 11, 42, 48, 0, 46, 43, 35, 12, 0, 26, 38, 20, 25, 0, 50, 3, 7, 9, 39, 0, 29, 32, 8, 49, 0, 47, 4, 31, 37, 41, 0, 21, 24, 1, 0, 19, 6, 13, 0, 10, 34, 27, 44, 33, 0, 2, 18, 22, 30, 0, 36, 45, 40, 0, 17, 0, 28, 0, 14, 15, 0, 0]"
"[2, 28, 40, 16, 8, 37, 0, 49, 25, 14, 26, 29, 30, 9, 4, 0, 20, 43, 45, 24, 0, 13, 10, 18, 34, 0, 47, 27, 5, 0, 48, 17, 1, 46, 0, 32, 36, 12, 35, 42, 22, 7, 0, 6, 38, 39, 21, 31, 0, 3, 50, 19, 0, 41, 44, 15, 11, 23, 0, 33, 0, 0, 0, 0, 0]"
"[27, 31, 20, 16, 2, 15, 0, 3, 38, 25, 41, 28, 5, 0, 46, 7, 6, 11, 32, 0, 29, 44, 8, 17, 45, 36, 9, 0, 40, 33, 30, 22, 0, 49, 13, 35, 42, 14, 1, 0, 21, 50, 18, 0, 24, 4, 10, 0, 26, 47, 34, 12, 0, 19, 39, 0, 37, 23, 0, 48, 43, 0, 0, 0, 0]"
